CAMNT_ID,WGCNA_Module_Num,RAIN_diel_Results,KEGG_Annotations
CAMNT_0041790801,6,FALSE,04014 Ras signaling pathway [PATH:ko04014]
CAMNT_0041790801,6,FALSE,04015 Rap1 signaling pathway [PATH:ko04015]
CAMNT_0041790801,6,FALSE,04020 Calcium signaling pathway [PATH:ko04020]
CAMNT_0041790801,6,FALSE,04066 HIF-1 signaling pathway [PATH:ko04066]
CAMNT_0041790801,6,FALSE,04070 Phosphatidylinositol signaling system [PATH:ko04070]
CAMNT_0041790801,6,FALSE,04150 mTOR signaling pathway [PATH:ko04150]
CAMNT_0041790801,6,FALSE,04270 Vascular smooth muscle contraction [PATH:ko04270]
CAMNT_0041790801,6,FALSE,04310 Wnt signaling pathway [PATH:ko04310]
CAMNT_0041790801,6,FALSE,04370 VEGF signaling pathway [PATH:ko04370]
CAMNT_0041790801,6,FALSE,04510 Focal adhesion [PATH:ko04510]
CAMNT_0041790801,6,FALSE,04530 Tight junction [PATH:ko04530]
CAMNT_0041790801,6,FALSE,04540 Gap junction [PATH:ko04540]
CAMNT_0041790801,6,FALSE,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650]
CAMNT_0041790801,6,FALSE,04666 Fc gamma R-mediated phagocytosis [PATH:ko04666]
CAMNT_0041790801,6,FALSE,04670 Leukocyte transendothelial migration [PATH:ko04670]
CAMNT_0041790801,6,FALSE,04713 Circadian entrainment [PATH:ko04713]
CAMNT_0041790801,6,FALSE,04720 Long-term potentiation [PATH:ko04720]
CAMNT_0041790801,6,FALSE,04723 Retrograde endocannabinoid signaling [PATH:ko04723]
CAMNT_0041790801,6,FALSE,04724 Glutamatergic synapse [PATH:ko04724]
CAMNT_0041790801,6,FALSE,04725 Cholinergic synapse [PATH:ko04725]
CAMNT_0041790801,6,FALSE,04726 Serotonergic synapse [PATH:ko04726]
CAMNT_0041790801,6,FALSE,04727 GABAergic synapse [PATH:ko04727]
CAMNT_0041790801,6,FALSE,04728 Dopaminergic synapse [PATH:ko04728]
CAMNT_0041790801,6,FALSE,04730 Long-term depression [PATH:ko04730]
CAMNT_0041790801,6,FALSE,04745 Phototransduction - fly [PATH:ko04745]
CAMNT_0041790801,6,FALSE,04750 Inflammatory mediator regulation of TRP channels [PATH:ko04750]
CAMNT_0041790801,6,FALSE,04911 Insulin secretion [PATH:ko04911]
CAMNT_0041790801,6,FALSE,04916 Melanogenesis [PATH:ko04916]
CAMNT_0041790801,6,FALSE,04918 Thyroid hormone synthesis [PATH:ko04918]
CAMNT_0041790801,6,FALSE,04919 Thyroid hormone signaling pathway [PATH:ko04919]
CAMNT_0041790801,6,FALSE,04921 Oxytocin signaling pathway [PATH:ko04921]
CAMNT_0041790801,6,FALSE,04960 Aldosterone-regulated sodium reabsorption [PATH:ko04960]
CAMNT_0041790801,6,FALSE,04961 Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961]
CAMNT_0041790801,6,FALSE,04970 Salivary secretion [PATH:ko04970]
CAMNT_0041790801,6,FALSE,04971 Gastric acid secretion [PATH:ko04971]
CAMNT_0041790801,6,FALSE,04972 Pancreatic secretion [PATH:ko04972]
CAMNT_0041790801,6,FALSE,05031 Amphetamine addiction [PATH:ko05031]
CAMNT_0041790801,6,FALSE,05032 Morphine addiction [PATH:ko05032]
CAMNT_0041790801,6,FALSE,05110 Vibrio cholerae infection [PATH:ko05110]
CAMNT_0041790801,6,FALSE,05143 African trypanosomiasis [PATH:ko05143]
CAMNT_0041790801,6,FALSE,05146 Amoebiasis [PATH:ko05146]
CAMNT_0041790801,6,FALSE,05161 Hepatitis B [PATH:ko05161]
CAMNT_0041790801,6,FALSE,05200 Pathways in cancer [PATH:ko05200]
CAMNT_0041790801,6,FALSE,05205 Proteoglycans in cancer [PATH:ko05205]
CAMNT_0041790801,6,FALSE,05206 MicroRNAs in cancer [PATH:ko05206]
CAMNT_0041790801,6,FALSE,05214 Glioma [PATH:ko05214]
CAMNT_0041790801,6,FALSE,05223 Non-small cell lung cancer [PATH:ko05223]
CAMNT_0024341575,2,TRUE,
CAMNT_0041760395,2,TRUE,
CAMNT_0023939417,7,FALSE,
CAMNT_0024342389,0,FALSE,
CAMNT_0041714875,2,FALSE,
CAMNT_0024074799,10,TRUE,04068 FoxO signaling pathway [PATH:ko04068]
CAMNT_0024428923,10,TRUE,04068 FoxO signaling pathway [PATH:ko04068]
CAMNT_0024068745,10,TRUE,04068 FoxO signaling pathway [PATH:ko04068]
CAMNT_0024090737,10,TRUE,04068 FoxO signaling pathway [PATH:ko04068]
CAMNT_0024172837,10,TRUE,04068 FoxO signaling pathway [PATH:ko04068]
CAMNT_0041839593,10,TRUE,04068 FoxO signaling pathway [PATH:ko04068]
CAMNT_0024046653,0,FALSE,04068 FoxO signaling pathway [PATH:ko04068]
CAMNT_0024074799,10,TRUE,04146 Peroxisome [PATH:ko04146]
CAMNT_0024428923,10,TRUE,04146 Peroxisome [PATH:ko04146]
CAMNT_0024068745,10,TRUE,04146 Peroxisome [PATH:ko04146]
CAMNT_0024090737,10,TRUE,04146 Peroxisome [PATH:ko04146]
CAMNT_0024172837,10,TRUE,04146 Peroxisome [PATH:ko04146]
CAMNT_0041839593,10,TRUE,04146 Peroxisome [PATH:ko04146]
CAMNT_0024046653,0,FALSE,04146 Peroxisome [PATH:ko04146]
CAMNT_0024074799,10,TRUE,05016 Huntington's disease [PATH:ko05016]
CAMNT_0024428923,10,TRUE,05016 Huntington's disease [PATH:ko05016]
CAMNT_0024068745,10,TRUE,05016 Huntington's disease [PATH:ko05016]
CAMNT_0024090737,10,TRUE,05016 Huntington's disease [PATH:ko05016]
CAMNT_0024172837,10,TRUE,05016 Huntington's disease [PATH:ko05016]
CAMNT_0041839593,10,TRUE,05016 Huntington's disease [PATH:ko05016]
CAMNT_0024046653,0,FALSE,05016 Huntington's disease [PATH:ko05016]
CAMNT_0023982081,4,TRUE,00906 Carotenoid biosynthesis [PATH:ko00906]
CAMNT_0041730435,4,TRUE,00906 Carotenoid biosynthesis [PATH:ko00906]
CAMNT_0024248735,3,TRUE,00460 Cyanoamino acid metabolism [PATH:ko00460]
CAMNT_0041853149,3,TRUE,00460 Cyanoamino acid metabolism [PATH:ko00460]
CAMNT_0024409935,0,FALSE,00564 Glycerophospholipid metabolism [PATH:ko00564]
CAMNT_0041630357,0,FALSE,00564 Glycerophospholipid metabolism [PATH:ko00564]
CAMNT_0024248735,3,TRUE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0041853149,3,TRUE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0024248735,3,TRUE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0041853149,3,TRUE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024248735,3,TRUE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0041853149,3,TRUE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0024256561,3,TRUE,
CAMNT_0024518895,2,TRUE,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
CAMNT_0024555295,2,TRUE,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
CAMNT_0024518895,2,TRUE,00051 Fructose and mannose metabolism [PATH:ko00051]
CAMNT_0024555295,2,TRUE,00051 Fructose and mannose metabolism [PATH:ko00051]
CAMNT_0024317073,3,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041793371,3,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041860069,3,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024014599,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024059387,3,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024080475,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024089905,3,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041634073,3,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024317073,3,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0041793371,3,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0041860069,3,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024014599,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024059387,3,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024080475,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024089905,3,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0041634073,3,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024518895,2,TRUE,00562 Inositol phosphate metabolism [PATH:ko00562]
CAMNT_0024555295,2,TRUE,00562 Inositol phosphate metabolism [PATH:ko00562]
CAMNT_0024317073,3,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0041793371,3,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0041860069,3,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0024014599,0,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0024059387,3,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0024080475,0,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0024089905,3,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0041634073,3,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0024518895,2,TRUE,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
CAMNT_0024555295,2,TRUE,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]
CAMNT_0024317073,3,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0041793371,3,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0041860069,3,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024014599,0,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024059387,3,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024080475,0,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024089905,3,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0041634073,3,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024518895,2,TRUE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0024555295,2,TRUE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0024518895,2,TRUE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024555295,2,TRUE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024317073,3,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0041793371,3,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0041860069,3,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024014599,0,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024059387,3,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024080475,0,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024089905,3,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0041634073,3,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024317073,3,FALSE,02020 Two-component system [PATH:ko02020]
CAMNT_0041793371,3,FALSE,02020 Two-component system [PATH:ko02020]
CAMNT_0041860069,3,FALSE,02020 Two-component system [PATH:ko02020]
CAMNT_0024014599,0,FALSE,02020 Two-component system [PATH:ko02020]
CAMNT_0024059387,3,FALSE,02020 Two-component system [PATH:ko02020]
CAMNT_0024080475,0,FALSE,02020 Two-component system [PATH:ko02020]
CAMNT_0024089905,3,FALSE,02020 Two-component system [PATH:ko02020]
CAMNT_0041634073,3,FALSE,02020 Two-component system [PATH:ko02020]
CAMNT_0024317073,3,FALSE,04724 Glutamatergic synapse [PATH:ko04724]
CAMNT_0041793371,3,FALSE,04724 Glutamatergic synapse [PATH:ko04724]
CAMNT_0041860069,3,FALSE,04724 Glutamatergic synapse [PATH:ko04724]
CAMNT_0024014599,0,FALSE,04724 Glutamatergic synapse [PATH:ko04724]
CAMNT_0024059387,3,FALSE,04724 Glutamatergic synapse [PATH:ko04724]
CAMNT_0024080475,0,FALSE,04724 Glutamatergic synapse [PATH:ko04724]
CAMNT_0024089905,3,FALSE,04724 Glutamatergic synapse [PATH:ko04724]
CAMNT_0041634073,3,FALSE,04724 Glutamatergic synapse [PATH:ko04724]
CAMNT_0024317073,3,FALSE,04727 GABAergic synapse [PATH:ko04727]
CAMNT_0041793371,3,FALSE,04727 GABAergic synapse [PATH:ko04727]
CAMNT_0041860069,3,FALSE,04727 GABAergic synapse [PATH:ko04727]
CAMNT_0024014599,0,FALSE,04727 GABAergic synapse [PATH:ko04727]
CAMNT_0024059387,3,FALSE,04727 GABAergic synapse [PATH:ko04727]
CAMNT_0024080475,0,FALSE,04727 GABAergic synapse [PATH:ko04727]
CAMNT_0024089905,3,FALSE,04727 GABAergic synapse [PATH:ko04727]
CAMNT_0041634073,3,FALSE,04727 GABAergic synapse [PATH:ko04727]
CAMNT_0024486087,3,TRUE,
CAMNT_0024110857,3,TRUE,
CAMNT_0024318381,3,TRUE,
CAMNT_0024412203,3,TRUE,
CAMNT_0024496675,3,TRUE,
CAMNT_0041704013,3,TRUE,
CAMNT_0024413057,3,TRUE,
CAMNT_0041690081,3,TRUE,
CAMNT_0024255425,3,TRUE,
CAMNT_0024339633,3,TRUE,
CAMNT_0024428421,3,TRUE,
CAMNT_0041886213,3,TRUE,
CAMNT_0024493997,3,TRUE,
CAMNT_0023938253,8,TRUE,
CAMNT_0024094287,3,TRUE,
CAMNT_0041719477,8,TRUE,
CAMNT_0041763285,3,TRUE,
CAMNT_0024250191,3,TRUE,
CAMNT_0024325919,3,TRUE,
CAMNT_0024501751,3,TRUE,
CAMNT_0041606531,3,TRUE,
CAMNT_0041695499,14,TRUE,
CAMNT_0041831399,3,TRUE,
CAMNT_0024015587,1,FALSE,
CAMNT_0024128407,1,FALSE,
CAMNT_0024172947,1,FALSE,
CAMNT_0024180619,1,FALSE,
CAMNT_0024339885,1,FALSE,
CAMNT_0041673307,1,FALSE,
CAMNT_0024178339,0,FALSE,
CAMNT_0024501773,0,FALSE,
CAMNT_0024078271,3,FALSE,
CAMNT_0024341855,0,FALSE,
CAMNT_0024409843,9,FALSE,
CAMNT_0041857249,3,FALSE,
CAMNT_0024237705,8,FALSE,
CAMNT_0024516815,3,FALSE,
CAMNT_0041673737,3,FALSE,
CAMNT_0041713397,8,FALSE,
CAMNT_0041790993,3,FALSE,
CAMNT_0041713591,8,FALSE,
CAMNT_0024324171,7,FALSE,
CAMNT_0024257237,8,FALSE,
CAMNT_0024188315,0,FALSE,
CAMNT_0041603631,1,FALSE,
CAMNT_0024527089,0,FALSE,
CAMNT_0024014449,0,FALSE,00240 Pyrimidine metabolism [PATH:ko00240]
CAMNT_0024043575,1,FALSE,00240 Pyrimidine metabolism [PATH:ko00240]
CAMNT_0024142699,1,FALSE,00240 Pyrimidine metabolism [PATH:ko00240]
CAMNT_0024419285,1,FALSE,00240 Pyrimidine metabolism [PATH:ko00240]
CAMNT_0024480205,1,FALSE,00240 Pyrimidine metabolism [PATH:ko00240]
CAMNT_0024489747,0,FALSE,00240 Pyrimidine metabolism [PATH:ko00240]
CAMNT_0024508871,0,FALSE,00240 Pyrimidine metabolism [PATH:ko00240]
CAMNT_0041857539,0,FALSE,00240 Pyrimidine metabolism [PATH:ko00240]
CAMNT_0024014449,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024043575,1,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024142699,1,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024157251,3,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024403017,1,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024419285,1,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024480205,1,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024489747,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024508871,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041857539,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024157251,3,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024403017,1,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024157251,3,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024403017,1,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024157251,3,FALSE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0024403017,1,FALSE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0024157251,3,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024403017,1,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024005449,0,FALSE,00240 Pyrimidine metabolism [PATH:ko00240]
CAMNT_0024211895,0,FALSE,00240 Pyrimidine metabolism [PATH:ko00240]
CAMNT_0024494093,3,TRUE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041736597,1,TRUE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024143331,1,TRUE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024005449,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024211895,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0023972277,1,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024570271,1,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024054987,3,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024493659,1,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024494093,3,TRUE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0041736597,1,TRUE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024143331,1,TRUE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0023972277,1,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024570271,1,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024054987,3,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024493659,1,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024494093,3,TRUE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0041736597,1,TRUE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024143331,1,TRUE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0023972277,1,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024570271,1,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024054987,3,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024493659,1,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024494093,3,TRUE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0041736597,1,TRUE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0024143331,1,TRUE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0023972277,1,FALSE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0024570271,1,FALSE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0024054987,3,FALSE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0024493659,1,FALSE,01200 Carbon metabolism [PATH:ko01200]
CAMNT_0024494093,3,TRUE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0041736597,1,TRUE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024143331,1,TRUE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0023972277,1,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024570271,1,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024054987,3,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0024493659,1,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0041885081,1,TRUE,
CAMNT_0024399457,1,FALSE,
CAMNT_0023930147,5,TRUE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0023945271,5,TRUE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0024128265,5,TRUE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0023973643,2,TRUE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0024050267,5,TRUE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0024050669,5,TRUE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0024133051,5,TRUE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0024149835,5,TRUE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0024155903,5,TRUE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0041822053,5,TRUE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0024174915,0,FALSE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0023997895,5,FALSE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0023933591,2,FALSE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0024014821,5,FALSE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0024050253,5,FALSE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0024061597,5,FALSE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0041606179,5,FALSE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0041791925,5,FALSE,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
CAMNT_0024014495,10,TRUE,
CAMNT_0024087513,10,TRUE,
CAMNT_0024093021,10,TRUE,
CAMNT_0041606173,9,TRUE,
CAMNT_0023936905,10,FALSE,
CAMNT_0024246433,10,FALSE,
CAMNT_0041821231,10,FALSE,
CAMNT_0041884419,10,FALSE,
CAMNT_0041629919,0,FALSE,
CAMNT_0041726159,5,FALSE,
CAMNT_0041758745,0,FALSE,
CAMNT_0024339613,7,FALSE,00310 Lysine degradation [PATH:ko00310]
CAMNT_0023940469,1,FALSE,04080 Neuroactive ligand-receptor interaction [PATH:ko04080]
CAMNT_0024063259,3,FALSE,04080 Neuroactive ligand-receptor interaction [PATH:ko04080]
CAMNT_0024092097,3,FALSE,04080 Neuroactive ligand-receptor interaction [PATH:ko04080]
CAMNT_0024175763,1,FALSE,04080 Neuroactive ligand-receptor interaction [PATH:ko04080]
CAMNT_0024428999,2,TRUE,
CAMNT_0024553819,2,TRUE,
CAMNT_0024577533,2,TRUE,
CAMNT_0024358225,2,TRUE,
CAMNT_0024198733,2,TRUE,
CAMNT_0041697371,7,FALSE,
CAMNT_0024259203,2,FALSE,
CAMNT_0024429083,2,FALSE,
CAMNT_0024009993,2,FALSE,
CAMNT_0024087697,2,FALSE,
CAMNT_0041723641,8,FALSE,
CAMNT_0024511547,1,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024511547,1,FALSE,00910 Nitrogen metabolism [PATH:ko00910]
CAMNT_0024511547,1,FALSE,01230 Biosynthesis of amino acids [PATH:ko01230]
CAMNT_0041647049,15,TRUE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041594719,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0023974359,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0023943767,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024024971,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041843381,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024043477,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024088221,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024172479,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0024212201,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041646171,3,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041716207,0,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041629279,15,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041760879,15,FALSE,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
CAMNT_0041647049,15,TRUE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0041594719,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0023974359,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0023943767,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024024971,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0041843381,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024043477,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024088221,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024172479,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0024212201,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0041646171,3,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0041716207,0,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0041629279,15,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0041760879,15,FALSE,00330 Arginine and proline metabolism [PATH:ko00330]
CAMNT_0041647049,15,TRUE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0041594719,0,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0023974359,0,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0023943767,0,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
CAMNT_0024024971,0,FALSE,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
